image_name,crema,color_clarity,presentation,type_of_cup,type_of_coffee,served_way,is_relevant
coffe_image(90)_augmented_10.jpg,1,2,0,2,0,1,1
coffe_image(90)_augmented_11.jpg,1,2,0,2,0,1,1
coffe_image(90)_augmented_12.jpg,1,2,0,2,0,1,1
coffe_image(91)_augmented_1.jpg,1,2,0,2,0,0,1
coffe_image(91)_augmented_2.jpg,1,2,0,2,0,0,1
coffe_image(91)_augmented_3.jpg,1,2,0,2,0,0,1
coffe_image(91)_augmented_4.jpg,1,2,0,2,0,0,1
coffe_image(91)_augmented_5.jpg,1,2,0,2,0,0,1
coffe_image(91)_augmented_6.jpg,1,2,0,2,0,0,1
coffe_image(91)_augmented_7.jpg,1,2,0,2,0,0,1
coffe_image(91)_augmented_8.jpg,1,2,0,2,0,0,1
coffe_image(91)_augmented_9.jpg,1,2,0,2,0,0,1
coffe_image(91)_augmented_10.jpg,1,2,0,2,0,0,1
coffe_image(91)_augmented_11.jpg,1,2,0,2,0,0,1
coffe_image(91)_augmented_12.jpg,1,2,0,2,0,0,1
coffe_image(92)_augmented_1.jpg,1,2,0,2,0,0,1
coffe_image(92)_augmented_2.jpg,1,2,0,2,0,0,1
coffe_image(92)_augmented_3.jpg,1,2,0,2,0,0,1
coffe_image(92)_augmented_4.jpg,1,2,0,2,0,0,1
coffe_image(92)_augmented_5.jpg,1,2,0,2,0,0,1
coffe_image(92)_augmented_6.jpg,1,2,0,2,0,0,1
coffe_image(92)_augmented_7.jpg,1,2,0,2,0,0,1
coffe_image(92)_augmented_8.jpg,1,2,0,2,0,0,1
coffe_image(92)_augmented_9.jpg,1,2,0,2,0,0,1
coffe_image(92)_augmented_10.jpg,1,2,0,2,0,0,1
coffe_image(92)_augmented_11.jpg,1,2,0,2,0,0,1
coffe_image(92)_augmented_12.jpg,1,2,0,2,0,0,1
coffe_image(93)_augmented_1.jpg,1,2,0,2,0,0,1
coffe_image(93)_augmented_2.jpg,1,2,0,2,0,0,1
coffe_image(93)_augmented_3.jpg,1,2,0,2,0,0,1
coffe_image(93)_augmented_4.jpg,1,2,0,2,0,0,1
coffe_image(93)_augmented_5.jpg,1,2,0,2,0,0,1
coffe_image(93)_augmented_6.jpg,1,2,0,2,0,0,1
coffe_image(93)_augmented_7.jpg,1,2,0,2,0,0,1
coffe_image(93)_augmented_8.jpg,1,2,0,2,0,0,1
coffe_image(93)_augmented_9.jpg,1,2,0,2,0,0,1
coffe_image(93)_augmented_10.jpg,1,2,0,2,0,0,1
coffe_image(93)_augmented_11.jpg,1,2,0,2,0,0,1
coffe_image(93)_augmented_12.jpg,1,2,0,2,0,0,1
coffe_image(94)_augmented_1.jpg,1,2,0,2,0,0,1
coffe_image(94)_augmented_2.jpg,1,2,0,2,0,0,1
coffe_image(94)_augmented_3.jpg,1,2,0,2,0,0,1
coffe_image(94)_augmented_4.jpg,1,2,0,2,0,0,1
coffe_image(94)_augmented_5.jpg,1,2,0,2,0,0,1
coffe_image(94)_augmented_6.jpg,1,2,0,2,0,0,1
coffe_image(94)_augmented_7.jpg,1,2,0,2,0,0,1
coffe_image(94)_augmented_8.jpg,1,2,0,2,0,0,1
coffe_image(94)_augmented_9.jpg,1,2,0,2,0,0,1
coffe_image(94)_augmented_10.jpg,1,2,0,2,0,0,1
coffe_image(94)_augmented_11.jpg,1,2,0,2,0,0,1
coffe_image(94)_augmented_12.jpg,1,2,0,2,0,0,1
coffe_image(95)_augmented_1.jpg,1,2,0,2,0,0,1
coffe_image(95)_augmented_2.jpg,1,2,0,2,0,0,1
coffe_image(95)_augmented_3.jpg,1,2,0,2,0,0,1
coffe_image(95)_augmented_4.jpg,1,2,0,2,0,0,1
coffe_image(95)_augmented_5.jpg,1,2,0,2,0,0,1
coffe_image(95)_augmented_6.jpg,1,2,0,2,0,0,1
coffe_image(95)_augmented_7.jpg,1,2,0,2,0,0,1
coffe_image(95)_augmented_8.jpg,1,2,0,2,0,0,1
coffe_image(95)_augmented_9.jpg,1,2,0,2,0,0,1
coffe_image(95)_augmented_10.jpg,1,2,0,2,0,0,1
coffe_image(95)_augmented_11.jpg,1,2,0,2,0,0,1
coffe_image(95)_augmented_12.jpg,1,2,0,2,0,0,1
coffe_image(96)_augmented_1.jpg,1,2,0,2,0,0,1
coffe_image(96)_augmented_2.jpg,1,2,0,2,0,0,1
coffe_image(96)_augmented_3.jpg,1,2,0,2,0,0,1
coffe_image(96)_augmented_4.jpg,1,2,0,2,0,0,1
coffe_image(96)_augmented_5.jpg,1,2,0,2,0,0,1
coffe_image(96)_augmented_6.jpg,1,2,0,2,0,0,1
coffe_image(96)_augmented_7.jpg,1,2,0,2,0,0,1
coffe_image(96)_augmented_8.jpg,1,2,0,2,0,0,1
coffe_image(96)_augmented_9.jpg,1,2,0,2,0,0,1
coffe_image(96)_augmented_10.jpg,1,2,0,2,0,0,1
coffe_image(96)_augmented_11.jpg,1,2,0,2,0,0,1
coffe_image(96)_augmented_12.jpg,1,2,0,2,0,0,1
coffe_image(97)_augmented_1.jpg,1,-1,0,2,0,0,1
coffe_image(97)_augmented_2.jpg,1,-1,0,2,0,0,1
coffe_image(97)_augmented_3.jpg,1,-1,0,2,0,0,1
coffe_image(97)_augmented_4.jpg,1,-1,0,2,0,0,1
coffe_image(97)_augmented_5.jpg,1,-1,0,2,0,0,1
coffe_image(97)_augmented_6.jpg,1,-1,0,2,0,0,1
coffe_image(97)_augmented_7.jpg,1,-1,0,2,0,0,1
coffe_image(97)_augmented_8.jpg,1,-1,0,2,0,0,1
coffe_image(97)_augmented_9.jpg,1,-1,0,2,0,0,1
coffe_image(97)_augmented_10.jpg,1,-1,0,2,0,0,1
coffe_image(97)_augmented_11.jpg,1,-1,0,2,0,0,1
coffe_image(97)_augmented_12.jpg,1,-1,0,2,0,0,1
coffe_image(98)_augmented_1.jpg,1,-1,0,2,0,1,1
coffe_image(98)_augmented_2.jpg,1,-1,0,2,0,1,1
coffe_image(98)_augmented_3.jpg,1,-1,0,2,0,1,1
coffe_image(98)_augmented_4.jpg,1,-1,0,2,0,1,1
coffe_image(98)_augmented_5.jpg,1,-1,0,2,0,1,1
coffe_image(98)_augmented_6.jpg,1,-1,0,2,0,1,1
coffe_image(98)_augmented_7.jpg,1,-1,0,2,0,1,1
coffe_image(98)_augmented_8.jpg,1,-1,0,2,0,1,1
coffe_image(98)_augmented_9.jpg,1,-1,0,2,0,1,1
coffe_image(98)_augmented_10.jpg,1,-1,0,2,0,1,1
coffe_image(98)_augmented_11.jpg,1,-1,0,2,0,1,1
coffe_image(98)_augmented_12.jpg,1,-1,0,2,0,1,1
coffe_image(99)_augmented_1.jpg,1,-1,0,2,0,1,1
coffe_image(99)_augmented_2.jpg,1,-1,0,2,0,1,1
coffe_image(99)_augmented_3.jpg,1,-1,0,2,0,1,1
coffe_image(99)_augmented_4.jpg,1,-1,0,2,0,1,1
coffe_image(99)_augmented_5.jpg,1,-1,0,2,0,1,1
coffe_image(99)_augmented_6.jpg,1,-1,0,2,0,1,1
coffe_image(99)_augmented_7.jpg,1,-1,0,2,0,1,1
coffe_image(99)_augmented_8.jpg,1,-1,0,2,0,1,1
coffe_image(99)_augmented_9.jpg,1,-1,0,2,0,1,1
coffe_image(99)_augmented_10.jpg,1,-1,0,2,0,1,1
coffe_image(99)_augmented_11.jpg,1,-1,0,2,0,1,1
coffe_image(99)_augmented_12.jpg,1,-1,0,2,0,1,1
coffe_image(101)_augmented_1.jpg,1,2,0,2,0,1,1
coffe_image(101)_augmented_2.jpg,1,2,0,2,0,1,1
coffe_image(101)_augmented_3.jpg,1,2,0,2,0,1,1
coffe_image(101)_augmented_4.jpg,1,2,0,2,0,1,1
coffe_image(101)_augmented_5.jpg,1,2,0,2,0,1,1
coffe_image(101)_augmented_6.jpg,1,2,0,2,0,1,1
coffe_image(101)_augmented_7.jpg,1,2,0,2,0,1,1
coffe_image(101)_augmented_8.jpg,1,2,0,2,0,1,1
coffe_image(101)_augmented_9.jpg,1,2,0,2,0,1,1
coffe_image(101)_augmented_10.jpg,1,2,0,2,0,1,1
coffe_image(101)_augmented_11.jpg,1,2,0,2,0,1,1
coffe_image(101)_augmented_12.jpg,1,2,0,2,0,1,1
coffe_image(102)_augmented_1.jpg,1,2,0,2,0,1,1
coffe_image(102)_augmented_2.jpg,1,2,0,2,0,1,1
coffe_image(102)_augmented_3.jpg,1,2,0,2,0,1,1
coffe_image(102)_augmented_4.jpg,1,2,0,2,0,1,1
coffe_image(102)_augmented_5.jpg,1,2,0,2,0,1,1
coffe_image(102)_augmented_6.jpg,1,2,0,2,0,1,1
coffe_image(102)_augmented_7.jpg,1,2,0,2,0,1,1
coffe_image(102)_augmented_8.jpg,1,2,0,2,0,1,1
coffe_image(102)_augmented_9.jpg,1,2,0,2,0,1,1
coffe_image(102)_augmented_10.jpg,1,2,0,2,0,1,1
coffe_image(102)_augmented_11.jpg,1,2,0,2,0,1,1
coffe_image(102)_augmented_12.jpg,1,2,0,2,0,1,1
coffe_image(103)_augmented_1.jpg,1,2,0,2,0,1,1
coffe_image(103)_augmented_2.jpg,1,2,0,2,0,1,1
coffe_image(103)_augmented_3.jpg,1,2,0,2,0,1,1
coffe_image(103)_augmented_4.jpg,1,2,0,2,0,1,1
coffe_image(103)_augmented_5.jpg,1,2,0,2,0,1,1
coffe_image(103)_augmented_6.jpg,1,2,0,2,0,1,1
coffe_image(103)_augmented_7.jpg,1,2,0,2,0,1,1
coffe_image(103)_augmented_8.jpg,1,2,0,2,0,1,1
coffe_image(103)_augmented_9.jpg,1,2,0,2,0,1,1
coffe_image(103)_augmented_10.jpg,1,2,0,2,0,1,1
coffe_image(103)_augmented_11.jpg,1,2,0,2,0,1,1
coffe_image(103)_augmented_12.jpg,1,2,0,2,0,1,1
coffe_image(104)_augmented_1.jpg,1,2,0,2,0,1,1
coffe_image(104)_augmented_2.jpg,1,2,0,2,0,1,1
coffe_image(104)_augmented_3.jpg,1,2,0,2,0,1,1
coffe_image(104)_augmented_4.jpg,1,2,0,2,0,1,1
coffe_image(104)_augmented_5.jpg,1,2,0,2,0,1,1
coffe_image(104)_augmented_6.jpg,1,2,0,2,0,1,1
coffe_image(104)_augmented_7.jpg,1,2,0,2,0,1,1
coffe_image(104)_augmented_8.jpg,1,2,0,2,0,1,1
coffe_image(104)_augmented_9.jpg,1,2,0,2,0,1,1
coffe_image(104)_augmented_10.jpg,1,2,0,2,0,1,1
coffe_image(104)_augmented_11.jpg,1,2,0,2,0,1,1
coffe_image(104)_augmented_12.jpg,1,2,0,2,0,1,1
coffe_image(105)_augmented_1.jpg,1,2,0,2,0,1,1
coffe_image(105)_augmented_2.jpg,1,2,0,2,0,1,1
coffe_image(105)_augmented_3.jpg,1,2,0,2,0,1,1
coffe_image(105)_augmented_4.jpg,1,2,0,2,0,1,1
coffe_image(105)_augmented_5.jpg,1,2,0,2,0,1,1
coffe_image(105)_augmented_6.jpg,1,2,0,2,0,1,1
coffe_image(105)_augmented_7.jpg,1,2,0,2,0,1,1
coffe_image(105)_augmented_8.jpg,1,2,0,2,0,1,1
coffe_image(105)_augmented_9.jpg,1,2,0,2,0,1,1
coffe_image(105)_augmented_10.jpg,1,2,0,2,0,1,1
coffe_image(105)_augmented_11.jpg,1,2,0,2,0,1,1
coffe_image(105)_augmented_12.jpg,1,2,0,2,0,1,1
coffe_image(106)_augmented_1.jpg,0,0,0,1,1,0,1
coffe_image(106)_augmented_2.jpg,0,0,0,1,1,0,1
coffe_image(106)_augmented_3.jpg,0,0,0,1,1,0,1
coffe_image(106)_augmented_4.jpg,0,0,0,1,1,0,1
coffe_image(106)_augmented_5.jpg,0,0,0,1,1,0,1
coffe_image(106)_augmented_6.jpg,0,0,0,1,1,0,1
coffe_image(106)_augmented_7.jpg,0,0,0,1,1,0,1
coffe_image(106)_augmented_8.jpg,0,0,0,1,1,0,1
coffe_image(106)_augmented_9.jpg,0,0,0,1,1,0,1
coffe_image(106)_augmented_10.jpg,0,0,0,1,1,0,1
coffe_image(106)_augmented_11.jpg,0,0,0,1,1,0,1
coffe_image(106)_augmented_12.jpg,0,0,0,1,1,0,1
coffe_image(107)_augmented_1.jpg,0,0,0,1,1,0,1
coffe_image(107)_augmented_2.jpg,0,0,0,1,1,0,1
coffe_image(107)_augmented_3.jpg,0,0,0,1,1,0,1
coffe_image(107)_augmented_4.jpg,0,0,0,1,1,0,1
coffe_image(107)_augmented_5.jpg,0,0,0,1,1,0,1
coffe_image(107)_augmented_6.jpg,0,0,0,1,1,0,1
coffe_image(107)_augmented_7.jpg,0,0,0,1,1,0,1
coffe_image(107)_augmented_8.jpg,0,0,0,1,1,0,1
coffe_image(107)_augmented_9.jpg,0,0,0,1,1,0,1
coffe_image(107)_augmented_10.jpg,0,0,0,1,1,0,1
coffe_image(107)_augmented_11.jpg,0,0,0,1,1,0,1
coffe_image(107)_augmented_12.jpg,0,0,0,1,1,0,1
coffe_image(108)_augmented_1.jpg,0,0,0,1,1,0,1
coffe_image(108)_augmented_2.jpg,0,0,0,1,1,0,1
coffe_image(108)_augmented_3.jpg,0,0,0,1,1,0,1
coffe_image(108)_augmented_4.jpg,0,0,0,1,1,0,1
coffe_image(108)_augmented_5.jpg,0,0,0,1,1,0,1
coffe_image(108)_augmented_6.jpg,0,0,0,1,1,0,1
coffe_image(108)_augmented_7.jpg,0,0,0,1,1,0,1
coffe_image(108)_augmented_8.jpg,0,0,0,1,1,0,1
coffe_image(108)_augmented_9.jpg,0,0,0,1,1,0,1
coffe_image(108)_augmented_10.jpg,0,0,0,1,1,0,1
coffe_image(108)_augmented_11.jpg,0,0,0,1,1,0,1
coffe_image(108)_augmented_12.jpg,0,0,0,1,1,0,1
coffe_image(109)_augmented_1.jpg,1,1,0,1,1,0,1
coffe_image(109)_augmented_2.jpg,1,1,0,1,1,0,1
coffe_image(109)_augmented_3.jpg,1,1,0,1,1,0,1
coffe_image(109)_augmented_4.jpg,1,1,0,1,1,0,1
coffe_image(109)_augmented_5.jpg,1,1,0,1,1,0,1
coffe_image(109)_augmented_6.jpg,1,1,0,1,1,0,1
coffe_image(109)_augmented_7.jpg,1,1,0,1,1,0,1
coffe_image(109)_augmented_8.jpg,1,1,0,1,1,0,1
coffe_image(109)_augmented_9.jpg,1,1,0,1,1,0,1
coffe_image(109)_augmented_10.jpg,1,1,0,1,1,0,1
coffe_image(109)_augmented_11.jpg,1,1,0,1,1,0,1
coffe_image(109)_augmented_12.jpg,1,1,0,1,1,0,1
coffe_image(110)_augmented_1.jpg,1,1,0,1,1,0,1
coffe_image(110)_augmented_2.jpg,1,1,0,1,1,0,1
coffe_image(110)_augmented_3.jpg,1,1,0,1,1,0,1
coffe_image(110)_augmented_4.jpg,1,1,0,1,1,0,1
coffe_image(110)_augmented_5.jpg,1,1,0,1,1,0,1
coffe_image(110)_augmented_6.jpg,1,1,0,1,1,0,1
coffe_image(110)_augmented_7.jpg,1,1,0,1,1,0,1
coffe_image(110)_augmented_8.jpg,1,1,0,1,1,0,1
coffe_image(110)_augmented_9.jpg,1,1,0,1,1,0,1
coffe_image(110)_augmented_10.jpg,1,1,0,1,1,0,1
coffe_image(110)_augmented_11.jpg,1,1,0,1,1,0,1
coffe_image(110)_augmented_12.jpg,1,1,0,1,1,0,1
coffe_image(111)_augmented_1.jpg,1,1,0,1,1,0,1
coffe_image(111)_augmented_2.jpg,1,1,0,1,1,0,1
coffe_image(111)_augmented_3.jpg,1,1,0,1,1,0,1
coffe_image(111)_augmented_4.jpg,1,1,0,1,1,0,1
coffe_image(111)_augmented_5.jpg,1,1,0,1,1,0,1
coffe_image(111)_augmented_6.jpg,1,1,0,1,1,0,1
coffe_image(111)_augmented_7.jpg,1,1,0,1,1,0,1
coffe_image(111)_augmented_8.jpg,1,1,0,1,1,0,1
coffe_image(111)_augmented_9.jpg,1,1,0,1,1,0,1
coffe_image(111)_augmented_10.jpg,1,1,0,1,1,0,1
coffe_image(111)_augmented_11.jpg,1,1,0,1,1,0,1
coffe_image(111)_augmented_12.jpg,1,1,0,1,1,0,1
coffe_image(112)_augmented_1.jpg,1,1,0,1,1,0,1
coffe_image(112)_augmented_2.jpg,1,1,0,1,1,0,1
coffe_image(112)_augmented_3.jpg,1,1,0,1,1,0,1
coffe_image(112)_augmented_4.jpg,1,1,0,1,1,0,1
coffe_image(112)_augmented_5.jpg,1,1,0,1,1,0,1
coffe_image(112)_augmented_6.jpg,1,1,0,1,1,0,1
coffe_image(112)_augmented_7.jpg,1,1,0,1,1,0,1
coffe_image(112)_augmented_8.jpg,1,1,0,1,1,0,1
coffe_image(112)_augmented_9.jpg,1,1,0,1,1,0,1
coffe_image(112)_augmented_10.jpg,1,1,0,1,1,0,1
coffe_image(112)_augmented_11.jpg,1,1,0,1,1,0,1
coffe_image(112)_augmented_12.jpg,1,1,0,1,1,0,1
coffe_image(113)_augmented_1.jpg,1,1,0,1,1,0,1
coffe_image(113)_augmented_2.jpg,1,1,0,1,1,0,1
coffe_image(113)_augmented_3.jpg,1,1,0,1,1,0,1
coffe_image(113)_augmented_4.jpg,1,1,0,1,1,0,1
coffe_image(113)_augmented_5.jpg,1,1,0,1,1,0,1
coffe_image(113)_augmented_6.jpg,1,1,0,1,1,0,1
coffe_image(113)_augmented_7.jpg,1,1,0,1,1,0,1
coffe_image(113)_augmented_8.jpg,1,1,0,1,1,0,1
coffe_image(113)_augmented_9.jpg,1,1,0,1,1,0,1
coffe_image(113)_augmented_10.jpg,1,1,0,1,1,0,1
coffe_image(113)_augmented_11.jpg,1,1,0,1,1,0,1
coffe_image(113)_augmented_12.jpg,1,1,0,1,1,0,1
coffe_image(114)_augmented_1.jpg,1,1,0,1,1,0,1
coffe_image(114)_augmented_2.jpg,1,1,0,1,1,0,1
coffe_image(114)_augmented_3.jpg,1,1,0,1,1,0,1
coffe_image(114)_augmented_4.jpg,1,1,0,1,1,0,1
coffe_image(114)_augmented_5.jpg,1,1,0,1,1,0,1
coffe_image(114)_augmented_6.jpg,1,1,0,1,1,0,1
coffe_image(114)_augmented_7.jpg,1,1,0,1,1,0,1
coffe_image(114)_augmented_8.jpg,1,1,0,1,1,0,1
coffe_image(114)_augmented_9.jpg,1,1,0,1,1,0,1
coffe_image(114)_augmented_10.jpg,1,1,0,1,1,0,1
coffe_image(114)_augmented_11.jpg,1,1,0,1,1,0,1
coffe_image(114)_augmented_12.jpg,1,1,0,1,1,0,1
coffe_image(115)_augmented_1.jpg,1,1,0,1,1,0,1
coffe_image(115)_augmented_2.jpg,1,1,0,1,1,0,1
coffe_image(115)_augmented_3.jpg,1,1,0,1,1,0,1
coffe_image(115)_augmented_4.jpg,1,1,0,1,1,0,1
coffe_image(115)_augmented_5.jpg,1,1,0,1,1,0,1
coffe_image(115)_augmented_6.jpg,1,1,0,1,1,0,1
coffe_image(115)_augmented_7.jpg,1,1,0,1,1,0,1
coffe_image(115)_augmented_8.jpg,1,1,0,1,1,0,1
coffe_image(115)_augmented_9.jpg,1,1,0,1,1,0,1
coffe_image(115)_augmented_10.jpg,1,1,0,1,1,0,1
coffe_image(115)_augmented_11.jpg,1,1,0,1,1,0,1
coffe_image(115)_augmented_12.jpg,1,1,0,1,1,0,1
coffe_image(116)_augmented_1.jpg,1,1,0,1,1,0,1
coffe_image(116)_augmented_2.jpg,1,1,0,1,1,0,1
coffe_image(116)_augmented_3.jpg,1,1,0,1,1,0,1
coffe_image(116)_augmented_4.jpg,1,1,0,1,1,0,1
coffe_image(116)_augmented_5.jpg,1,1,0,1,1,0,1
coffe_image(116)_augmented_6.jpg,1,1,0,1,1,0,1
coffe_image(116)_augmented_7.jpg,1,1,0,1,1,0,1
coffe_image(116)_augmented_8.jpg,1,1,0,1,1,0,1
coffe_image(116)_augmented_9.jpg,1,1,0,1,1,0,1
coffe_image(116)_augmented_10.jpg,1,1,0,1,1,0,1
coffe_image(116)_augmented_11.jpg,1,1,0,1,1,0,1
coffe_image(116)_augmented_12.jpg,1,1,0,1,1,0,1
coffe_image(117)_augmented_1.jpg,1,2,0,2,0,1,1
coffe_image(117)_augmented_2.jpg,1,2,0,2,0,1,1
coffe_image(117)_augmented_3.jpg,1,2,0,2,0,1,1
coffe_image(117)_augmented_4.jpg,1,2,0,2,0,1,1
coffe_image(117)_augmented_5.jpg,1,2,0,2,0,1,1
coffe_image(117)_augmented_6.jpg,1,2,0,2,0,1,1
coffe_image(117)_augmented_7.jpg,1,2,0,2,0,1,1
coffe_image(117)_augmented_8.jpg,1,2,0,2,0,1,1
coffe_image(117)_augmented_9.jpg,1,2,0,2,0,1,1
coffe_image(117)_augmented_10.jpg,1,2,0,2,0,1,1
coffe_image(117)_augmented_11.jpg,1,2,0,2,0,1,1
coffe_image(117)_augmented_12.jpg,1,2,0,2,0,1,1
coffe_image(118)_augmented_1.jpg,1,2,0,2,0,1,1
coffe_image(118)_augmented_2.jpg,1,2,0,2,0,1,1
coffe_image(118)_augmented_3.jpg,1,2,0,2,0,1,1
coffe_image(118)_augmented_4.jpg,1,2,0,2,0,1,1
coffe_image(118)_augmented_5.jpg,1,2,0,2,0,1,1
coffe_image(118)_augmented_6.jpg,1,2,0,2,0,1,1
coffe_image(118)_augmented_7.jpg,1,2,0,2,0,1,1
coffe_image(118)_augmented_8.jpg,1,2,0,2,0,1,1
coffe_image(118)_augmented_9.jpg,1,2,0,2,0,1,1
coffe_image(118)_augmented_10.jpg,1,2,0,2,0,1,1
coffe_image(118)_augmented_11.jpg,1,2,0,2,0,1,1
coffe_image(118)_augmented_12.jpg,1,2,0,2,0,1,1
coffe_image(119)_augmented_1.jpg,1,2,0,2,0,1,1
coffe_image(119)_augmented_2.jpg,1,2,0,2,0,1,1
coffe_image(119)_augmented_3.jpg,1,2,0,2,0,1,1
coffe_image(119)_augmented_4.jpg,1,2,0,2,0,1,1
coffe_image(119)_augmented_5.jpg,1,2,0,2,0,1,1
coffe_image(119)_augmented_6.jpg,1,2,0,2,0,1,1
coffe_image(119)_augmented_7.jpg,1,2,0,2,0,1,1
coffe_image(119)_augmented_8.jpg,1,2,0,2,0,1,1
coffe_image(119)_augmented_9.jpg,1,2,0,2,0,1,1
coffe_image(119)_augmented_10.jpg,1,2,0,2,0,1,1
coffe_image(119)_augmented_11.jpg,1,2,0,2,0,1,1
coffe_image(119)_augmented_12.jpg,1,2,0,2,0,1,1
coffe_image(120)_augmented_1.jpg,1,2,0,2,0,1,1
coffe_image(120)_augmented_2.jpg,1,2,0,2,0,1,1
coffe_image(120)_augmented_3.jpg,1,2,0,2,0,1,1
coffe_image(120)_augmented_4.jpg,1,2,0,2,0,1,1
coffe_image(120)_augmented_5.jpg,1,2,0,2,0,1,1
coffe_image(120)_augmented_6.jpg,1,2,0,2,0,1,1
coffe_image(120)_augmented_7.jpg,1,2,0,2,0,1,1
coffe_image(120)_augmented_8.jpg,1,2,0,2,0,1,1
coffe_image(120)_augmented_9.jpg,1,2,0,2,0,1,1
coffe_image(120)_augmented_10.jpg,1,2,0,2,0,1,1
coffe_image(120)_augmented_11.jpg,1,2,0,2,0,1,1
coffe_image(120)_augmented_12.jpg,1,2,0,2,0,1,1
coffe_image(121)_augmented_1.jpg,1,2,0,2,0,1,1
coffe_image(121)_augmented_2.jpg,1,2,0,2,0,1,1
coffe_image(121)_augmented_3.jpg,1,2,0,2,0,1,1
coffe_image(121)_augmented_4.jpg,1,2,0,2,0,1,1
coffe_image(121)_augmented_5.jpg,1,2,0,2,0,1,1
coffe_image(121)_augmented_6.jpg,1,2,0,2,0,1,1
coffe_image(121)_augmented_7.jpg,1,2,0,2,0,1,1
coffe_image(121)_augmented_8.jpg,1,2,0,2,0,1,1
coffe_image(121)_augmented_9.jpg,1,2,0,2,0,1,1
coffe_image(121)_augmented_10.jpg,1,2,0,2,0,1,1
coffe_image(121)_augmented_11.jpg,1,2,0,2,0,1,1
coffe_image(121)_augmented_12.jpg,1,2,0,2,0,1,1
coffe_image(122)_augmented_1.jpg,1,2,0,2,0,1,1
coffe_image(122)_augmented_2.jpg,1,2,0,2,0,1,1
coffe_image(122)_augmented_3.jpg,1,2,0,2,0,1,1
coffe_image(122)_augmented_4.jpg,1,2,0,2,0,1,1
coffe_image(122)_augmented_5.jpg,1,2,0,2,0,1,1
coffe_image(122)_augmented_6.jpg,1,2,0,2,0,1,1
coffe_image(122)_augmented_7.jpg,1,2,0,2,0,1,1
coffe_image(122)_augmented_8.jpg,1,2,0,2,0,1,1
coffe_image(122)_augmented_9.jpg,1,2,0,2,0,1,1
coffe_image(122)_augmented_10.jpg,1,2,0,2,0,1,1
coffe_image(122)_augmented_11.jpg,1,2,0,2,0,1,1
coffe_image(122)_augmented_12.jpg,1,2,0,2,0,1,1
coffe_image(123)_augmented_1.jpg,1,2,0,2,0,1,1
coffe_image(123)_augmented_2.jpg,1,2,0,2,0,1,1
coffe_image(123)_augmented_3.jpg,1,2,0,2,0,1,1
coffe_image(123)_augmented_4.jpg,1,2,0,2,0,1,1
coffe_image(123)_augmented_5.jpg,1,2,0,2,0,1,1
coffe_image(123)_augmented_6.jpg,1,2,0,2,0,1,1
coffe_image(123)_augmented_7.jpg,1,2,0,2,0,1,1
coffe_image(123)_augmented_8.jpg,1,2,0,2,0,1,1
coffe_image(123)_augmented_9.jpg,1,2,0,2,0,1,1
coffe_image(123)_augmented_10.jpg,1,2,0,2,0,1,1
coffe_image(123)_augmented_11.jpg,1,2,0,2,0,1,1
coffe_image(123)_augmented_12.jpg,1,2,0,2,0,1,1
coffe_image(124)_augmented_1.jpg,1,2,0,2,0,1,1
coffe_image(124)_augmented_2.jpg,1,2,0,2,0,1,1
coffe_image(124)_augmented_3.jpg,1,2,0,2,0,1,1
coffe_image(124)_augmented_4.jpg,1,2,0,2,0,1,1
coffe_image(124)_augmented_5.jpg,1,2,0,2,0,1,1
coffe_image(124)_augmented_6.jpg,1,2,0,2,0,1,1
coffe_image(124)_augmented_7.jpg,1,2,0,2,0,1,1
coffe_image(124)_augmented_8.jpg,1,2,0,2,0,1,1
coffe_image(124)_augmented_9.jpg,1,2,0,2,0,1,1
coffe_image(124)_augmented_10.jpg,1,2,0,2,0,1,1
coffe_image(124)_augmented_11.jpg,1,2,0,2,0,1,1
coffe_image(124)_augmented_12.jpg,1,2,0,2,0,1,1
coffe_image(125)_augmented_1.jpg,1,2,0,2,0,0,1
coffe_image(125)_augmented_2.jpg,1,2,0,2,0,0,1
coffe_image(125)_augmented_3.jpg,1,2,0,2,0,0,1
coffe_image(125)_augmented_4.jpg,1,2,0,2,0,0,1
coffe_image(125)_augmented_5.jpg,1,2,0,2,0,0,1
coffe_image(125)_augmented_6.jpg,1,2,0,2,0,0,1
coffe_image(125)_augmented_7.jpg,1,2,0,2,0,0,1
coffe_image(125)_augmented_8.jpg,1,2,0,2,0,0,1
coffe_image(125)_augmented_9.jpg,1,2,0,2,0,0,1
coffe_image(125)_augmented_10.jpg,1,2,0,2,0,0,1
coffe_image(125)_augmented_11.jpg,1,2,0,2,0,0,1
coffe_image(125)_augmented_12.jpg,1,2,0,2,0,0,1
coffe_image(126)_augmented_1.jpg,1,2,0,2,0,0,1
coffe_image(126)_augmented_2.jpg,1,2,0,2,0,0,1
coffe_image(126)_augmented_3.jpg,1,2,0,2,0,0,1
coffe_image(126)_augmented_4.jpg,1,2,0,2,0,0,1
coffe_image(126)_augmented_5.jpg,1,2,0,2,0,0,1
coffe_image(126)_augmented_6.jpg,1,2,0,2,0,0,1
coffe_image(126)_augmented_7.jpg,1,2,0,2,0,0,1
coffe_image(126)_augmented_8.jpg,1,2,0,2,0,0,1
coffe_image(126)_augmented_9.jpg,1,2,0,2,0,0,1
coffe_image(126)_augmented_10.jpg,1,2,0,2,0,0,1
