image_name,crema,color_clarity,presentation,type_of_cup,type_of_coffee,served_way,is_relevant
coffe_image(618),2.0,-1.0,0.0,2.0,2.0,2.0,1
coffe_image(619),1.0,-1.0,0.0,1.0,1.0,1.0,1
coffe_image(620),1.0,-1.0,0.0,2.0,2.0,2.0,1
coffe_image(621),0.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(622),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(623),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(624),1.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(625),2.0,-1.0,2.0,2.0,2.0,0.0,1
coffe_image(626),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(627),0.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(628),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(629),2.0,-1.0,2.0,2.0,2.0,1.0,1
coffe_image(630),2.0,-1.0,0.0,2.0,2.0,1.0,1
coffe_image(631),2.0,-1.0,0.0,1.0,2.0,0.0,1
coffe_image(632),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(633),2.0,-1.0,2.0,2.0,2.0,1.0,1
coffe_image(634),2.0,-1.0,1.0,2.0,2.0,1.0,1
coffe_image(635),2.0,-1.0,2.0,2.0,2.0,0.0,1
coffe_image(636),2.0,-1.0,2.0,2.0,2.0,1.0,1
coffe_image(637),2.0,-1.0,2.0,2.0,2.0,1.0,1
coffe_image(638),2.0,-1.0,2.0,1.0,2.0,0.0,1
coffe_image(639),2.0,-1.0,2.0,1.0,2.0,0.0,1
coffe_image(640),2.0,-1.0,2.0,1.0,2.0,0.0,1
coffe_image(641),2.0,-1.0,1.0,2.0,2.0,0.0,1
coffe_image(642),1.0,-1.0,0.0,2.0,2.0,1.0,1
coffe_image(643),2.0,1.0,2.0,2.0,2.0,0.0,1
coffe_image(644),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(645),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(646),,,,,,,0
coffe_image(647),0.0,1.0,0.0,1.0,2.0,0.0,1
coffe_image(648),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(649),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(650),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(551),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(552),2.0,-1.0,2.0,2.0,2.0,1.0,1
coffe_image(553),0.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(554),2.0,1.0,1.0,2.0,2.0,2.0,1
coffe_image(555),2.0,-1.0,2.0,2.0,2.0,1.0,1
coffe_image(556),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(557),0.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(558),0.0,-1.0,1.0,2.0,2.0,2.0,1
coffe_image(559),0.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(560),0.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(561),0.0,,,,,,0
coffe_image(562),2.0,-1.0,2.0,2.0,2.0,1.0,1
coffe_image(563),0.0,1.0,0.0,1.0,2.0,1.0,1
coffe_image(564),2.0,-1.0,0.0,2.0,2.0,1.0,1
coffe_image(565),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(566),2.0,-1.0,0.0,1.0,2.0,1.0,1
coffe_image(567),2.0,-1.0,0.0,1.0,1.0,1.0,1
coffe_image(568),0.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(569),0.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(570),1.0,1.0,0.0,1.0,2.0,1.0,1
coffe_image(571),1.0,-1.0,0.0,1.0,2.0,2.0,1
coffe_image(572),2.0,-1.0,0.0,1.0,1.0,1.0,1
coffe_image(573),2.0,-1.0,0.0,1.0,1.0,1.0,1
coffe_image(574),0.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(575),2.0,-1.0,0.0,1.0,2.0,1.0,1
coffe_image(576),1.0,1.0,0.0,2.0,2.0,1.0,1
coffe_image(577),0.0,-1.0,0.0,1.0,2.0,0.0,1
coffe_image(578),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(579),2.0,1.0,2.0,2.0,2.0,2.0,1
coffe_image(580),2.0,-1.0,2.0,2.0,2.0,1.0,1
coffe_image(581),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(582),1.0,2.0,0.0,2.0,1.0,0.0,1
coffe_image(583),0.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(584),0.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(585),2.0,1.0,2.0,1.0,2.0,0.0,1
coffe_image(586),1.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(587),2.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(588),2.0,-1.0,0.0,0.0,2.0,0.0,1
coffe_image(589),2.0,-1.0,2.0,0.0,2.0,0.0,1
coffe_image(590),1.0,-1.0,2.0,0.0,2.0,0.0,1
coffe_image(591),1.0,-1.0,2.0,1.0,2.0,0.0,1
coffe_image(592),2.0,-1.0,2.0,0.0,2.0,0.0,1
coffe_image(593),0.0,-1.0,0.0,1.0,1.0,1.0,1
coffe_image(594),2.0,-1.0,2.0,0.0,2.0,0.0,1
coffe_image(595),0.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(596),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(597),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(598),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(599),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(600),0.0,-1.0,0.0,1.0,2.0,1.0,1
coffe_image(501),0.0,1.0,0.0,1.0,2.0,0.0,1
coffe_image(502),1.0,-1.0,0.0,1.0,2.0,0.0,1
coffe_image(503),0.0,1.0,0.0,1.0,2.0,1.0,1
coffe_image(504),2.0,-1.0,1.0,2.0,2.0,1.0,1
coffe_image(505),2.0,-1.0,1.0,2.0,2.0,0.0,1
coffe_image(506),1.0,-1.0,0.0,2.0,2.0,2.0,1
coffe_image(507),0.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(508),0.0,2.0,0.0,2.0,0.0,0.0,1
coffe_image(509),1.0,-1.0,1.0,1.0,2.0,0.0,1
coffe_image(510),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(511),2.0,-1.0,2.0,2.0,2.0,0.0,1
coffe_image(512),2.0,-1.0,2.0,2.0,2.0,0.0,1
coffe_image(513),2.0,1.0,2.0,2.0,2.0,2.0,1
coffe_image(514),2.0,-1.0,2.0,2.0,2.0,1.0,1
coffe_image(515),2.0,-1.0,2.0,2.0,2.0,1.0,1
coffe_image(516),2.0,1.0,2.0,2.0,2.0,2.0,1
coffe_image(517),2.0,-1.0,0.0,1.0,2.0,0.0,1
coffe_image(518),1.0,-1.0,1.0,2.0,2.0,2.0,1
coffe_image(519),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(520),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(521),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(522),0.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(523),0.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(524),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(525),0.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(526),0.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(527),0.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(528),0.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(529),0.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(530),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(531),0.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(532),1.0,1.0,0.0,0.0,2.0,0.0,1
coffe_image(533),2.0,1.0,2.0,2.0,2.0,1.0,1
coffe_image(534),0.0,-1.0,0.0,2.0,2.0,2.0,1
coffe_image(535),2.0,-1.0,2.0,2.0,2.0,0.0,1
coffe_image(536),2.0,1.0,0.0,2.0,1.0,0.0,1
coffe_image(537),1.0,2.0,0.0,2.0,0.0,2.0,1
coffe_image(538),2.0,-1.0,2.0,2.0,2.0,1.0,1
coffe_image(539),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(540),2.0,-1.0,0.0,2.0,2.0,2.0,1
coffe_image(541),0.0,1.0,0.0,1.0,2.0,0.0,1
coffe_image(542),0.0,1.0,0.0,1.0,2.0,0.0,1
coffe_image(543),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(544),2.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(545),2.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(546),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(547),2.0,-1.0,2.0,1.0,2.0,0.0,1
coffe_image(548),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(549),2.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(550),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(451),0.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(452),1.0,-1.0,0.0,0.0,2.0,0.0,1
coffe_image(453),0.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(454),0.0,2.0,0.0,0.0,0.0,0.0,1
coffe_image(455),0.0,2.0,0.0,0.0,0.0,0.0,1
coffe_image(456),2.0,-1.0,2.0,0.0,2.0,0.0,1
coffe_image(457),1.0,-1.0,0.0,0.0,2.0,0.0,1
coffe_image(458),2.0,2.0,0.0,2.0,1.0,0.0,1
coffe_image(459),2.0,-1.0,0.0,0.0,1.0,0.0,1
coffe_image(460),2.0,2.0,0.0,2.0,1.0,0.0,1
coffe_image(461),1.0,2.0,0.0,0.0,1.0,0.0,1
coffe_image(462),2.0,2.0,0.0,0.0,0.0,0.0,1
coffe_image(463),2.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(464),2.0,2.0,0.0,0.0,1.0,0.0,1
coffe_image(465),2.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(466),2.0,-1.0,2.0,0.0,2.0,0.0,1
coffe_image(467),1.0,2.0,0.0,0.0,1.0,0.0,1
coffe_image(468),2.0,2.0,0.0,2.0,1.0,0.0,1
coffe_image(469),2.0,-1.0,1.0,2.0,2.0,2.0,1
coffe_image(470),1.0,2.0,0.0,2.0,1.0,1.0,1
coffe_image(471),1.0,2.0,0.0,0.0,1.0,0.0,1
coffe_image(472),2.0,-1.0,0.0,0.0,1.0,0.0,1
coffe_image(473),2.0,-1.0,2.0,0.0,2.0,0.0,1
coffe_image(474),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(475),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(476),1.0,-1.0,0.0,1.0,2.0,0.0,1
coffe_image(477),1.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(478),1.0,-1.0,0.0,1.0,2.0,0.0,1
coffe_image(479),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(480),2.0,-1.0,0.0,2.0,2.0,1.0,1
coffe_image(481),2.0,1.0,2.0,2.0,2.0,2.0,1
coffe_image(482),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(483),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(484),1.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(485),0.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(486),0.0,1.0,0.0,2.0,2.0,1.0,1
coffe_image(487),2.0,-1.0,2.0,2.0,2.0,1.0,1
coffe_image(488),0.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(489),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(490),0.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(491),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(492),1.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(493),1.0,2.0,0.0,1.0,0.0,0.0,1
coffe_image(494),2.0,1.0,2.0,2.0,2.0,2.0,1
coffe_image(495),1.0,-1.0,2.0,2.0,2.0,1.0,1
coffe_image(496),0.0,-1.0,0.0,1.0,2.0,0.0,1
coffe_image(497),2.0,-1.0,2.0,1.0,2.0,0.0,1
coffe_image(498),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(499),2.0,-1.0,2.0,2.0,2.0,2.0,1
coffe_image(500),0.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(401),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(402),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(403),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(404),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(405),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(406),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(407),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(408),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(409),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(410),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(411),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(412),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(413),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(414),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(415),1.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(416),1.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(417),1.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(418),1.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(419),1.0,2.0,0.0,1.0,0.0,1.0,1
coffe_image(420),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(421),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(422),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(423),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(424),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(425),1.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(426),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(427),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(428),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(429),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(430),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(431),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(432),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(433),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(434),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(435),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(436),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(437),1.0,2.0,0.0,2.0,1.0,1.0,1
coffe_image(438),0.0,2.0,0.0,0.0,0.0,0.0,1
coffe_image(439),2.0,-1.0,2.0,0.0,2.0,0.0,1
coffe_image(440),2.0,-1.0,2.0,0.0,2.0,0.0,1
coffe_image(441),1.0,-1.0,0.0,0.0,2.0,0.0,1
coffe_image(442),2.0,-1.0,0.0,0.0,2.0,0.0,1
coffe_image(443),0.0,0.0,0.0,0.0,2.0,0.0,1
coffe_image(444),1.0,1.0,0.0,0.0,2.0,0.0,1
coffe_image(445),0.0,2.0,0.0,0.0,0.0,0.0,1
coffe_image(446),0.0,2.0,0.0,0.0,0.0,0.0,1
coffe_image(447),0.0,2.0,0.0,0.0,0.0,0.0,1
coffe_image(448),0.0,1.0,0.0,0.0,2.0,0.0,1
coffe_image(449),0.0,2.0,0.0,0.0,0.0,0.0,1
coffe_image(450),2.0,2.0,0.0,2.0,1.0,1.0,1
coffe_image(351),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(352),2.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(353),2.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(354),2.0,2.0,0.0,1.0,1.0,0.0,1
coffe_image(355),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(356),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(357),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(358),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(359),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(360),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(361),2.0,-1.0,0.0,1.0,1.0,1.0,1
coffe_image(362),2.0,-1.0,0.0,1.0,1.0,1.0,1
coffe_image(363),2.0,-1.0,0.0,1.0,1.0,1.0,1
coffe_image(364),2.0,-1.0,0.0,1.0,1.0,1.0,1
coffe_image(365),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(366),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(367),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(368),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(369),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(370),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(371),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(372),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(373),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(374),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(375),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(376),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(377),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(378),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(379),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(380),2.0,-1.0,0.0,1.0,1.0,0.0,1
coffe_image(381),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(382),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(383),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(384),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(385),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(386),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(387),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(388),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(389),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(390),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(391),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(392),2.0,-1.0,0.0,1.0,1.0,1.0,1
coffe_image(393),2.0,-1.0,0.0,1.0,1.0,1.0,1
coffe_image(394),2.0,-1.0,0.0,1.0,1.0,1.0,1
coffe_image(395),2.0,-1.0,0.0,1.0,1.0,1.0,1
coffe_image(396),2.0,-1.0,0.0,1.0,1.0,1.0,1
coffe_image(397),2.0,-1.0,0.0,1.0,1.0,1.0,1
coffe_image(398),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(399),1.0,2.0,0.0,2.0,0.0,1.0,1
coffe_image(400),1.0,2.0,0.0,2.0,0.0,1.0,1
